time,gFx,gFy,gFz,TgF
1.263000,0.0251,0.0291,0.6170,0.618
1.263000,0.0078,0.0276,0.6529,0.654
1.264000,0.0129,0.0300,0.6702,0.671
1.267000,0.0415,0.0303,0.6846,0.687
1.269000,0.0818,0.0249,0.6959,0.701
1.272000,0.1277,0.0154,0.7017,0.713
1.275000,0.1775,0.0029,0.7083,0.730
1.276000,0.2237,-0.0159,0.7139,0.748
1.279000,0.2676,-0.0371,0.7200,0.769
1.281000,0.3057,-0.0581,0.7271,0.791
1.283000,0.3455,-0.0789,0.7305,0.812
1.285000,0.3592,-0.0947,0.7393,0.827
1.288000,0.3438,-0.1050,0.7650,0.845
1.292000,0.3252,-0.1106,0.7884,0.860
1.294000,0.3123,-0.1067,0.8053,0.870
1.296000,0.3033,-0.0955,0.8223,0.882
1.298000,0.2950,-0.0798,0.8419,0.896
1.300000,0.2832,-0.0606,0.8629,0.910
1.304000,0.2669,-0.0430,0.8788,0.919
1.305000,0.2466,-0.0264,0.8912,0.925
1.310000,0.2188,-0.0132,0.8990,0.925
1.312000,0.1892,-0.0042,0.9015,0.921
1.313000,0.1548,-0.0037,0.9012,0.914
1.314000,0.1182,-0.0068,0.8949,0.903
1.317000,0.0833,-0.0088,0.8858,0.890
1.319000,0.0488,-0.0132,0.8802,0.882
1.321000,0.0188,-0.0164,0.8736,0.874
1.324000,-0.0012,-0.0164,0.8685,0.869
1.336000,-0.0222,-0.0149,0.8661,0.866
1.337000,-0.0405,-0.0127,0.8624,0.863
1.338000,-0.0527,-0.0090,0.8607,0.862
1.339000,-0.0603,-0.0076,0.8592,0.861
1.341000,-0.0674,-0.0046,0.8568,0.859
1.342000,-0.0706,-0.0022,0.8570,0.860
1.344000,-0.0742,-0.0007,0.8595,0.863
1.345000,-0.0745,0.0010,0.8597,0.863
1.346000,-0.0742,0.0012,0.8636,0.867
1.355000,-0.0703,-0.0010,0.8641,0.867
1.356000,-0.0645,-0.0044,0.8651,0.867
1.357000,-0.0610,-0.0071,0.8670,0.869
1.357000,-0.0559,-0.0125,0.8685,0.870
1.357000,-0.0496,-0.0171,0.8687,0.870
1.362000,-0.0469,-0.0232,0.8670,0.869
1.363000,-0.0442,-0.0298,0.8670,0.869
1.365000,-0.0413,-0.0342,0.8680,0.870
1.366000,-0.0422,-0.0386,0.8656,0.867
1.368000,-0.0439,-0.0427,0.8626,0.865
1.371000,-0.0483,-0.0457,0.8582,0.861
1.373000,-0.0523,-0.0523,0.8526,0.856
1.377000,-0.0557,-0.0596,0.8490,0.853
1.379000,-0.0584,-0.0662,0.8458,0.850
1.380000,-0.0645,-0.0730,0.8514,0.857
1.389000,-0.0737,-0.0791,0.8604,0.867
1.392000,-0.0845,-0.0857,0.8807,0.889
1.393000,-0.0940,-0.0872,0.9212,0.930
1.393000,-0.0979,-0.0916,0.9645,0.974
1.394000,-0.0964,-0.0979,1.0062,1.016
1.397000,-0.0967,-0.1030,1.0619,1.071
1.398000,-0.0974,-0.1130,1.1217,1.132
1.399000,-0.1013,-0.1240,1.1759,1.187
1.402000,-0.1047,-0.1387,1.2238,1.236
1.404000,-0.1104,-0.1553,1.2662,1.280
1.406000,-0.1157,-0.1719,1.3046,1.321
1.410000,-0.1199,-0.1878,1.3371,1.355
1.412000,-0.1292,-0.2022,1.3642,1.385
1.413000,-0.1421,-0.2154,1.3830,1.407
1.416000,-0.1558,-0.2237,1.3949,1.421
1.418000,-0.1724,-0.2329,1.4000,1.430
1.422000,-0.1900,-0.2366,1.3998,1.432
1.423000,-0.2083,-0.2403,1.4022,1.438
1.431000,-0.2207,-0.2403,1.4008,1.438
1.432000,-0.2281,-0.2390,1.3969,1.435
1.432000,-0.2315,-0.2366,1.3891,1.428
1.435000,-0.2302,-0.2346,1.3834,1.422
1.436000,-0.2254,-0.2295,1.3700,1.407
1.438000,-0.2171,-0.2256,1.3522,1.388
1.440000,-0.2112,-0.2241,1.3280,1.363
1.449000,-0.2039,-0.2197,1.2975,1.332
1.450000,-0.1985,-0.2166,1.2648,1.298
1.451000,-0.1936,-0.2129,1.2272,1.260
1.452000,-0.1922,-0.2100,1.1925,1.226
1.452000,-0.1941,-0.2105,1.1610,1.196
1.454000,-0.1983,-0.2107,1.1293,1.166
1.456000,-0.2027,-0.2097,1.1036,1.142
1.459000,-0.2075,-0.2088,1.0809,1.120
1.463000,-0.2092,-0.2080,1.0629,1.103
1.464000,-0.2092,-0.2068,1.0499,1.090
1.465000,-0.2022,-0.2056,1.0360,1.075
1.468000,-0.1951,-0.1961,1.0240,1.061
1.470000,-0.1851,-0.1912,1.0170,1.051
1.472000,-0.1729,-0.1863,1.0067,1.038
1.475000,-0.1553,-0.1841,0.9957,1.024
1.477000,-0.1372,-0.1873,0.9911,1.018
1.480000,-0.1182,-0.1883,0.9813,1.006
1.487000,-0.0986,-0.1897,0.9735,0.997
1.488000,-0.0811,-0.1912,0.9627,0.985
1.488000,-0.0657,-0.1929,0.9527,0.974
1.489000,-0.0481,-0.1956,0.9427,0.964
1.491000,-0.0347,-0.1975,0.9356,0.957
1.495000,-0.0181,-0.1980,0.9283,0.949
1.499000,-0.0032,-0.1941,0.9220,0.942
1.500000,0.0076,-0.1885,0.9190,0.938
1.500000,0.0144,-0.1812,0.9195,0.937
1.503000,0.0212,-0.1743,0.9207,0.937
1.505000,0.0244,-0.1663,0.9229,0.938
1.508000,0.0208,-0.1585,0.9273,0.941
1.521000,0.0132,-0.1538,0.9276,0.940
1.523000,0.0061,-0.1480,0.9295,0.941
1.524000,-0.0017,-0.1421,0.9271,0.938
1.525000,-0.0098,-0.1360,0.9242,0.934
1.526000,-0.0198,-0.1292,0.9212,0.930
1.527000,-0.0293,-0.1221,0.9171,0.926
1.539000,-0.0381,-0.1160,0.9107,0.919
1.540000,-0.0466,-0.1104,0.9017,0.910
1.541000,-0.0542,-0.1043,0.8973,0.905
1.542000,-0.0603,-0.0986,0.8905,0.898
1.543000,-0.0615,-0.0945,0.8851,0.892
1.544000,-0.0649,-0.0901,0.8748,0.882
1.545000,-0.0645,-0.0874,0.8639,0.871
1.546000,-0.0664,-0.0869,0.8556,0.863
1.547000,-0.0623,-0.0874,0.8429,0.850
1.548000,-0.0603,-0.0889,0.8302,0.837
1.549000,-0.0579,-0.0886,0.8138,0.821
1.552000,-0.0518,-0.0938,0.7989,0.806
1.553000,-0.0479,-0.0957,0.7882,0.795
1.555000,-0.0486,-0.0964,0.7835,0.791
1.557000,-0.0498,-0.0952,0.7901,0.797
1.562000,-0.0452,-0.0928,0.8048,0.811
1.562000,-0.0369,-0.0877,0.8282,0.834
1.564000,-0.0288,-0.0837,0.8524,0.857
1.566000,-0.0190,-0.0803,0.8748,0.879
1.570000,-0.0117,-0.0801,0.8971,0.901
1.571000,-0.0034,-0.0808,0.9176,0.921
1.574000,0.0005,-0.0889,0.9354,0.940
1.577000,0.0088,-0.0984,0.9513,0.956
1.578000,0.0142,-0.1072,0.9623,0.968
1.581000,0.0247,-0.1177,0.9696,0.977
1.583000,0.0310,-0.1292,0.9754,0.984
1.585000,0.0313,-0.1387,0.9811,0.991
1.587000,0.0332,-0.1453,0.9877,0.999
1.590000,0.0369,-0.1541,0.9908,1.003
1.594000,0.0415,-0.1577,0.9913,1.005
1.597000,0.0457,-0.1619,0.9952,1.009
1.598000,0.0503,-0.1621,1.0035,1.018
1.600000,0.0537,-0.1594,1.0126,1.026
1.603000,0.0525,-0.1592,1.0221,1.036
1.605000,0.0474,-0.1558,1.0345,1.047
1.607000,0.0413,-0.1511,1.0433,1.055
1.611000,0.0286,-0.1470,1.0533,1.064
1.614000,0.0168,-0.1419,1.0619,1.071
1.617000,0.0081,-0.1372,1.0707,1.079
1.619000,-0.0037,-0.1311,1.0777,1.086
1.633000,-0.0120,-0.1267,1.0863,1.094
1.634000,-0.0225,-0.1204,1.0951,1.102
1.636000,-0.0295,-0.1143,1.0970,1.103
1.637000,-0.0378,-0.1084,1.0968,1.103
1.637000,-0.0413,-0.1065,1.0914,1.097
1.638000,-0.0364,-0.1035,1.0858,1.091
1.639000,-0.0242,-0.1013,1.0738,1.079
1.640000,-0.0066,-0.1004,1.0582,1.063
1.640000,0.0095,-0.0972,1.0406,1.045
1.641000,0.0295,-0.0964,1.0221,1.027
1.651000,0.0444,-0.0969,1.0008,1.006
1.651000,0.0530,-0.0984,0.9906,0.997
1.652000,0.0581,-0.1018,0.9784,0.985
1.652000,0.0571,-0.1060,0.9681,0.976
1.654000,0.0574,-0.1101,0.9601,0.968
1.654000,0.0571,-0.1123,0.9542,0.962
1.669000,0.0591,-0.1123,0.9491,0.958
1.671000,0.0637,-0.1069,0.9479,0.956
1.673000,0.0689,-0.1011,0.9459,0.954
1.674000,0.0740,-0.0969,0.9452,0.953
1.677000,0.0752,-0.0974,0.9442,0.952
1.679000,0.0779,-0.1362,0.9232,0.936
1.680000,0.0960,-0.1506,0.9046,0.922
1.681000,0.1038,-0.1453,0.8995,0.917
1.682000,0.1018,-0.1299,0.9024,0.917
1.683000,0.0928,-0.1096,0.9117,0.923
1.684000,0.0786,-0.0828,0.9269,0.934
1.685000,0.0659,-0.0549,0.9342,0.938
1.686000,0.0535,-0.0298,0.9364,0.938
1.689000,0.0479,-0.0120,0.9310,0.932
1.691000,0.0476,-0.0063,0.9222,0.923
1.694000,0.0532,-0.0105,0.9168,0.918
1.695000,0.0625,-0.0205,0.9095,0.912
1.697000,0.0779,-0.0347,0.9039,0.908
1.699000,0.0916,-0.0464,0.9002,0.906
1.702000,0.1006,-0.0598,0.8980,0.906
1.705000,0.1113,-0.0706,0.8990,0.909
1.707000,0.1209,-0.0791,0.9007,0.912
1.714000,0.1253,-0.0857,0.9039,0.917
1.715000,0.1243,-0.0869,0.9098,0.922
1.716000,0.1265,-0.0872,0.9195,0.932
1.716000,0.1270,-0.0833,0.9295,0.942
1.719000,0.1514,-0.0720,0.9576,0.972
1.720000,0.1780,-0.0596,0.9877,1.005
1.722000,0.1963,-0.0620,0.9981,1.019
1.725000,0.2092,-0.0671,1.0118,1.035
1.730000,0.2149,-0.0774,1.0270,1.052
1.731000,0.2168,-0.0879,1.0370,1.063
1.732000,0.2136,-0.0991,1.0441,1.070
1.736000,0.2105,-0.1091,1.0511,1.078
1.736000,0.2056,-0.1194,1.0536,1.080
1.739000,0.1944,-0.1297,1.0533,1.079
1.741000,0.1853,-0.1350,1.0511,1.076
1.746000,0.1760,-0.1409,1.0455,1.070
1.748000,0.1707,-0.1404,1.0377,1.061
1.749000,0.1619,-0.1375,1.0338,1.055
1.750000,0.1538,-0.1340,1.0348,1.055
1.753000,0.1531,-0.1321,1.0333,1.053
1.755000,0.1602,-0.1321,1.0245,1.045
1.757000,0.1653,-0.1318,1.0101,1.032
1.762000,0.1624,-0.1338,0.9991,1.021
1.763000,0.1604,-0.1402,0.9906,1.013
1.765000,0.1577,-0.1460,0.9767,1.000
1.767000,0.1563,-0.1506,0.9640,0.988
1.769000,0.1604,-0.1580,0.9505,0.977
1.772000,0.1646,-0.1660,0.9359,0.965
1.774000,0.1697,-0.1692,0.9308,0.961
1.777000,0.1773,-0.1716,0.9298,0.962
1.781000,0.1880,-0.1751,0.9278,0.963
1.782000,0.1966,-0.1741,0.9212,0.958
1.784000,0.2075,-0.1736,0.9173,0.956
1.786000,0.2195,-0.1719,0.9156,0.957
1.789000,0.2273,-0.1692,0.9100,0.953
1.791000,0.2334,-0.1646,0.9061,0.950
1.795000,0.2398,-0.1590,0.9027,0.947
1.799000,0.2400,-0.1509,0.9010,0.945
1.800000,0.2434,-0.1419,0.8973,0.941
1.800000,0.2456,-0.1301,0.8958,0.938
1.804000,0.2451,-0.1189,0.8968,0.937
1.805000,0.2407,-0.1072,0.8988,0.937
1.808000,0.2373,-0.0955,0.8968,0.933
1.812000,0.2322,-0.0847,0.8985,0.932
1.814000,0.2310,-0.0752,0.8966,0.929
1.816000,0.2256,-0.0679,0.8966,0.927
1.817000,0.2197,-0.0615,0.9005,0.929
1.820000,0.2176,-0.0552,0.9039,0.931
1.823000,0.2158,-0.0493,0.9098,0.936
1.824000,0.2149,-0.0452,0.9186,0.944
1.839000,0.2134,-0.0403,0.9312,0.956
1.840000,0.2127,-0.0366,0.9432,0.968
1.841000,0.2114,-0.0327,0.9535,0.977
1.842000,0.2110,-0.0283,0.9637,0.987
1.844000,0.2141,-0.0254,0.9728,0.996
1.845000,0.2193,-0.0261,0.9796,1.004
1.846000,0.2232,-0.0271,0.9847,1.010
1.865000,0.2259,-0.0295,0.9859,1.012
1.866000,0.2324,-0.0369,0.9896,1.017
1.867000,0.2439,-0.0452,0.9911,1.022
1.868000,0.2559,-0.0544,0.9908,1.025
1.869000,0.2678,-0.0647,0.9903,1.028
1.878000,0.2732,-0.0732,0.9908,1.030
1.878000,0.2749,-0.0801,0.9911,1.032
1.880000,0.2776,-0.0850,0.9896,1.031
1.880000,0.2791,-0.0886,0.9901,1.032
1.881000,0.2752,-0.0916,0.9913,1.033
1.881000,0.2757,-0.0930,0.9920,1.034
1.881000,0.2788,-0.0928,0.9913,1.034
1.882000,0.2779,-0.0903,0.9923,1.034
1.882000,0.2837,-0.0852,0.9928,1.036
1.883000,0.2835,-0.0784,0.9945,1.037
1.883000,0.2776,-0.0703,0.9989,1.039
1.884000,0.2808,-0.0576,1.0035,1.044
1.886000,0.2874,-0.0457,1.0079,1.049
1.886000,0.2969,-0.0347,1.0145,1.058
1.888000,0.3108,-0.0237,1.0204,1.067
1.890000,0.3318,-0.0151,1.0255,1.078
1.892000,0.3538,-0.0078,1.0296,1.089
1.895000,0.3726,-0.0039,1.0294,1.095
1.897000,0.3860,-0.0042,1.0118,1.083
1.900000,0.3987,-0.0085,0.9913,1.069
1.902000,0.4168,-0.0125,0.9710,1.057
1.904000,0.4375,-0.0139,0.9591,1.054
1.906000,0.4568,-0.0139,0.9608,1.064
1.909000,0.4751,-0.0132,0.9657,1.076
1.916000,0.4927,-0.0098,0.9762,1.094
1.916000,0.5084,-0.0068,0.9808,1.105
1.917000,0.5127,-0.0029,0.9815,1.107
1.919000,0.5184,-0.0020,0.9803,1.109
1.921000,0.5245,0.0000,0.9747,1.107
1.923000,0.5279,0.0042,0.9623,1.098
1.926000,0.5315,0.0088,0.9444,1.084
1.932000,0.5423,0.0105,0.9195,1.068
1.933000,0.5587,0.0154,0.8932,1.054
1.933000,0.5745,0.0230,0.8619,1.036
1.935000,0.5872,0.0295,0.8402,1.025
1.937000,0.6016,0.0339,0.8126,1.012
1.940000,0.6165,0.0349,0.7843,0.998
1.942000,0.6263,0.0371,0.7635,0.988
1.945000,0.6312,0.0396,0.7459,0.978
1.946000,0.6378,0.0398,0.7320,0.972
1.949000,0.6302,0.0410,0.7244,0.961
1.951000,0.6241,0.0425,0.7178,0.952
1.954000,0.6136,0.0461,0.7132,0.942
1.956000,0.6016,0.0476,0.7130,0.934
1.959000,0.5848,0.0479,0.7100,0.921
1.963000,0.5645,0.0459,0.7100,0.908
1.964000,0.5330,0.0454,0.7142,0.892
1.968000,0.5047,0.0405,0.7191,0.879
1.971000,0.4678,0.0403,0.7308,0.869
1.972000,0.4290,0.0342,0.7467,0.862
1.974000,0.3872,0.0251,0.7667,0.859
1.975000,0.3494,0.0149,0.7843,0.859
1.988000,0.3103,0.0051,0.7987,0.857
1.990000,0.2674,-0.0068,0.8089,0.852
1.991000,0.2276,-0.0178,0.8153,0.847
1.992000,0.1883,-0.0291,0.8175,0.839
1.993000,0.1521,-0.0369,0.8150,0.830
1.993000,0.1192,-0.0439,0.8114,0.821
1.994000,0.0867,-0.0496,0.8106,0.817
1.994000,0.0552,-0.0510,0.8114,0.815
1.999000,0.0295,-0.0518,0.8204,0.823
2.001000,0.0085,-0.0474,0.8287,0.830
2.007000,-0.0125,-0.0410,0.8360,0.837
2.008000,-0.0335,-0.0315,0.8392,0.840
2.009000,-0.0486,-0.0186,0.8441,0.846
2.012000,-0.0564,-0.0056,0.8512,0.853
2.013000,-0.0574,0.0088,0.8548,0.857
2.025000,-0.0527,0.0171,0.8546,0.856
2.027000,-0.0464,0.0288,0.8548,0.857
2.029000,-0.0366,0.0366,0.8521,0.854
2.030000,-0.0212,0.0425,0.8495,0.851
2.031000,-0.0056,0.0449,0.8475,0.849
2.032000,0.0090,0.0452,0.8492,0.850
2.032000,0.0361,0.0437,0.8560,0.858
2.033000,0.0759,0.0425,0.8702,0.875
2.034000,0.1292,0.0374,0.8868,0.897
2.035000,0.1907,0.0244,0.9061,0.926
2.041000,0.2522,0.0112,0.9190,0.953
2.042000,0.3081,-0.0034,0.9310,0.981
2.043000,0.3538,-0.0217,0.9403,1.005
2.046000,0.3902,-0.0405,0.9432,1.022
2.047000,0.4214,-0.0579,0.9452,1.036
2.050000,0.4439,-0.0742,0.9435,1.045
2.050000,0.4644,-0.0867,0.9447,1.056
2.054000,0.4827,-0.0933,0.9417,1.062
2.055000,0.5020,-0.0952,0.9383,1.068
2.057000,0.5171,-0.0899,0.9369,1.074
2.060000,0.5333,-0.0779,0.9378,1.082
2.062000,0.5477,-0.0671,0.9378,1.088
2.065000,0.5567,-0.0603,0.9330,1.088
2.067000,0.5599,-0.0547,0.9269,1.084
2.069000,0.5579,-0.0476,0.9195,1.077
2.072000,0.5530,-0.0400,0.9127,1.068
2.075000,0.5462,-0.0327,0.9051,1.058
2.077000,0.5364,-0.0242,0.8951,1.044
2.081000,0.5262,-0.0134,0.8853,1.030
2.083000,0.5186,-0.0029,0.8729,1.015
2.084000,0.5098,0.0083,0.8604,1.000
2.087000,0.5013,0.0161,0.8477,0.985
2.089000,0.4900,0.0251,0.8377,0.971
2.101000,0.4773,0.0317,0.8346,0.962
2.102000,0.4659,0.0352,0.8331,0.955
2.102000,0.4571,0.0325,0.8365,0.954
2.103000,0.4551,0.0276,0.8414,0.957
2.103000,0.4554,0.0205,0.8529,0.967
2.106000,0.4559,0.0149,0.8695,0.982
2.108000,0.4551,0.0110,0.8919,1.001
2.109000,0.4590,0.0088,0.9100,1.019
2.110000,0.4661,0.0073,0.9237,1.035
2.114000,0.4747,0.0005,0.9317,1.046
2.115000,0.4898,-0.0071,0.9330,1.054
2.116000,0.5049,-0.0156,0.9327,1.061
2.119000,0.5130,-0.0244,0.9325,1.065
2.121000,0.5196,-0.0332,0.9325,1.068
2.124000,0.5242,-0.0413,0.9349,1.073
2.126000,0.5286,-0.0481,0.9339,1.074
2.136000,0.5403,-0.0520,0.9234,1.071
2.137000,0.5784,-0.0474,0.8902,1.063
2.138000,0.5870,-0.0479,0.8543,1.038
2.138000,0.5755,-0.0481,0.8258,1.008
2.139000,0.5621,-0.0574,0.8126,0.990
2.140000,0.5455,-0.0715,0.8123,0.981
2.143000,0.5272,-0.0899,0.8248,0.983
2.154000,0.5127,-0.1087,0.8380,0.988
2.155000,0.5059,-0.1255,0.8495,0.997
2.156000,0.5001,-0.1428,0.8543,1.000
2.156000,0.4937,-0.1553,0.8543,0.999
2.156000,0.4893,-0.1658,0.8485,0.993
2.157000,0.4859,-0.1760,0.8424,0.988
2.159000,0.4805,-0.1819,0.8365,0.982
2.163000,0.4759,-0.1875,0.8314,0.976
2.166000,0.4690,-0.1926,0.8270,0.970
2.166000,0.4585,-0.1934,0.8214,0.960
2.169000,0.4493,-0.1944,0.8192,0.954
2.171000,0.4378,-0.1941,0.8180,0.948
2.173000,0.4273,-0.1939,0.8184,0.943
2.176000,0.4185,-0.1934,0.8202,0.941
2.179000,0.4100,-0.1919,0.8238,0.940
2.181000,0.4080,-0.1961,0.8287,0.944
2.185000,0.4102,-0.2000,0.8355,0.952
2.186000,0.4187,-0.2078,0.8407,0.962
2.188000,0.4319,-0.2205,0.8473,0.976
2.190000,0.4534,-0.2398,0.8526,0.995
2.192000,0.4778,-0.2517,0.8631,1.018
2.196000,0.4983,-0.2564,0.8783,1.042
2.198000,0.5123,-0.2547,0.8993,1.066
2.202000,0.5235,-0.2478,0.9188,1.086
2.204000,0.5274,-0.2329,0.9427,1.105
2.205000,0.5213,-0.2117,0.9647,1.117
2.208000,0.5096,-0.1900,0.9845,1.125
2.210000,0.4954,-0.1680,0.9913,1.121
2.212000,0.4786,-0.1487,0.9923,1.112
2.216000,0.4646,-0.1353,0.9913,1.103
2.219000,0.4578,-0.1279,0.9872,1.096
2.225000,0.4603,-0.1265,0.9774,1.088
2.226000,0.4656,-0.1316,0.9706,1.084
2.227000,0.4791,-0.1416,0.9681,1.089
2.229000,0.4937,-0.1548,0.9684,1.098
2.229000,0.5088,-0.1670,0.9691,1.107
2.241000,0.5201,-0.1741,0.9732,1.117
2.242000,0.5330,-0.1758,0.9764,1.126
2.243000,0.5423,-0.1734,0.9745,1.129
2.244000,0.5460,-0.1658,0.9637,1.120
2.244000,0.5435,-0.1575,0.9522,1.108
2.267000,0.5379,-0.1519,0.9352,1.089
2.269000,0.5291,-0.1467,0.9173,1.069
2.269000,0.5174,-0.1463,0.9012,1.049
2.270000,0.5084,-0.1467,0.8856,1.032
2.270000,0.4937,-0.1465,0.8731,1.014
2.271000,0.4808,-0.1480,0.8636,0.999
2.271000,0.4690,-0.1480,0.8582,0.989
2.272000,0.4605,-0.1443,0.8516,0.979
2.273000,0.4549,-0.1380,0.8487,0.973
2.274000,0.4549,-0.1318,0.8453,0.969
2.275000,0.4610,-0.1255,0.8407,0.967
2.275000,0.4676,-0.1184,0.8363,0.965
2.275000,0.4764,-0.1138,0.8321,0.966
2.276000,0.4900,-0.1094,0.8299,0.970
2.276000,0.4935,-0.1065,0.8253,0.967
2.277000,0.4871,-0.1023,0.8182,0.958
2.281000,0.4827,-0.1008,0.8038,0.943
2.282000,0.4788,-0.1008,0.7938,0.932
2.284000,0.4788,-0.1038,0.7828,0.923
2.287000,0.4822,-0.1067,0.7691,0.914
2.289000,0.4888,-0.1135,0.7552,0.907
2.291000,0.4996,-0.1174,0.7432,0.903
2.293000,0.5064,-0.1240,0.7359,0.902
2.296000,0.5076,-0.1306,0.7325,0.901
2.298000,0.5027,-0.1306,0.7323,0.898
2.301000,0.4957,-0.1304,0.7327,0.894
2.303000,0.4859,-0.1253,0.7323,0.888
2.306000,0.4766,-0.1133,0.7323,0.881
2.309000,0.4717,-0.1006,0.7371,0.881
2.310000,0.4666,-0.0899,0.7476,0.886
2.313000,0.4603,-0.0801,0.7603,0.892
2.318000,0.4517,-0.0740,0.7762,0.901
2.319000,0.4400,-0.0730,0.7911,0.908
2.320000,0.4290,-0.0754,0.8031,0.914
2.323000,0.4219,-0.0806,0.8097,0.917
2.324000,0.4146,-0.0879,0.8150,0.919
2.334000,0.4051,-0.0977,0.8199,0.920
2.334000,0.4041,-0.1060,0.8275,0.927
2.339000,0.4139,-0.1145,0.8348,0.939
2.340000,0.4292,-0.1292,0.8424,0.954
2.341000,0.4515,-0.1426,0.8529,0.975
2.342000,0.4744,-0.1604,0.8653,1.000
2.343000,0.4893,-0.1741,0.8792,1.021
2.344000,0.4922,-0.1868,0.8968,1.040
2.348000,0.4771,-0.1980,0.9078,1.044
2.349000,0.4561,-0.2046,0.9124,1.040
2.351000,0.4344,-0.2024,0.9134,1.031
2.353000,0.4178,-0.1953,0.9100,1.020
2.355000,0.4085,-0.1863,0.9066,1.012
2.358000,0.4090,-0.1729,0.9029,1.006
2.360000,0.4114,-0.1607,0.9034,1.006
2.364000,0.4205,-0.1453,0.9071,1.010
2.365000,0.4317,-0.1345,0.9151,1.021
2.367000,0.4505,-0.1267,0.9222,1.034
2.369000,0.4710,-0.1233,0.9234,1.044
2.372000,0.4969,-0.1279,0.9142,1.048
2.374000,0.5149,-0.1384,0.8998,1.046
2.376000,0.5179,-0.1585,0.8851,1.038
2.379000,0.4849,-0.1975,0.8844,1.028
2.382000,0.4495,-0.2185,0.8839,1.015
2.383000,0.4317,-0.2097,0.8766,0.999
2.386000,0.4229,-0.1870,0.8607,0.977
2.388000,0.4180,-0.1592,0.8404,0.952
2.391000,0.4180,-0.1245,0.8145,0.924
2.393000,0.4209,-0.0869,0.7821,0.892
2.398000,0.4288,-0.0491,0.7476,0.863
2.399000,0.4329,-0.0205,0.7171,0.838
2.400000,0.4393,-0.0042,0.6878,0.816
2.403000,0.4458,-0.0024,0.6619,0.798
2.405000,0.4532,-0.0168,0.6378,0.783
2.408000,0.4659,-0.0439,0.6170,0.774
2.410000,0.4810,-0.0786,0.5992,0.772
2.412000,0.5018,-0.1145,0.5872,0.781
2.416000,0.5167,-0.1465,0.5818,0.792
2.420000,0.5274,-0.1724,0.5782,0.801
2.421000,0.5279,-0.1848,0.5796,0.805
2.421000,0.5235,-0.1912,0.5916,0.813
2.424000,0.5157,-0.1831,0.6158,0.824
2.426000,0.5086,-0.1734,0.6500,0.843
2.429000,0.4986,-0.1594,0.6907,0.867
2.437000,0.4932,-0.1445,0.7359,0.898
2.439000,0.4903,-0.1338,0.7791,0.930
2.439000,0.4918,-0.1284,0.8197,0.964
2.441000,0.4981,-0.1340,0.8563,1.000
2.442000,0.5076,-0.1441,0.8885,1.033
2.443000,0.5127,-0.1546,0.9124,1.058
2.448000,0.5210,-0.1658,0.9317,1.080
2.449000,0.5254,-0.1746,0.9508,1.100
2.450000,0.5289,-0.1807,0.9657,1.116
2.461000,0.5284,-0.1841,0.9767,1.126
2.462000,0.5269,-0.1836,0.9842,1.131
2.462000,0.5274,-0.1785,0.9862,1.133
2.463000,0.5301,-0.1712,0.9855,1.132
2.463000,0.5313,-0.1658,0.9793,1.126
2.463000,0.5352,-0.1587,0.9698,1.119
2.466000,0.5372,-0.1550,0.9557,1.107
2.469000,0.5403,-0.1570,0.9425,1.098
2.471000,0.5264,-0.1751,0.9395,1.091
2.473000,0.4830,-0.2195,0.9735,1.109
2.475000,0.4637,-0.2298,0.9869,1.114
2.478000,0.4593,-0.2200,0.9798,1.104
2.481000,0.4686,-0.1953,0.9657,1.091
2.483000,0.4832,-0.1682,0.9525,1.081
2.486000,0.5047,-0.1482,0.9435,1.080
2.487000,0.5340,-0.1370,0.9308,1.082
2.490000,0.5723,-0.1316,0.9137,1.086
2.492000,0.6158,-0.1358,0.8936,1.094
2.495000,0.6539,-0.1460,0.8697,1.098
2.498000,0.6810,-0.1616,0.8429,1.096
2.501000,0.6937,-0.1821,0.8145,1.085
2.501000,0.6856,-0.2073,0.7830,1.061
2.504000,0.6600,-0.2263,0.7293,1.009
2.506000,0.6207,-0.2420,0.6622,0.939
2.509000,0.5816,-0.2495,0.5926,0.867
2.511000,0.5460,-0.2544,0.5469,0.814
2.516000,0.5225,-0.2539,0.5425,0.795
2.518000,0.5037,-0.2500,0.5726,0.803
2.519000,0.4908,-0.2371,0.6282,0.832
2.521000,0.4705,-0.2136,0.6910,0.863
2.524000,0.4527,-0.1841,0.7471,0.893
2.526000,0.4390,-0.1550,0.7918,0.919
2.529000,0.4307,-0.1314,0.8238,0.939
2.540000,0.4344,-0.1160,0.8455,0.958
2.542000,0.4483,-0.1116,0.8641,0.980
2.542000,0.4610,-0.1209,0.8751,0.996
2.543000,0.4732,-0.1426,0.8849,1.014
2.544000,0.4827,-0.1621,0.8883,1.024
2.544000,0.4876,-0.1778,0.8819,1.023
2.545000,0.4922,-0.1865,0.8678,1.015
2.554000,0.5030,-0.1895,0.8568,1.011
2.555000,0.5088,-0.1887,0.8516,1.010
2.555000,0.5164,-0.1809,0.8519,1.012
2.556000,0.5215,-0.1714,0.8595,1.020
2.562000,0.5274,-0.1599,0.8736,1.033
2.563000,0.5345,-0.1499,0.8902,1.049
2.563000,0.5398,-0.1453,0.9041,1.063
2.572000,0.5435,-0.1438,0.9144,1.073
2.572000,0.5501,-0.1467,0.9225,1.084
2.572000,0.5618,-0.1524,0.9259,1.094
2.578000,0.5765,-0.1611,0.9254,1.102
