time,gFx,gFy,gFz,TgF
24.459000,0.9886,-0.2366,0.6102,1.186
24.460000,0.9791,-0.2244,0.5933,1.167
24.461000,0.9698,-0.2151,0.5762,1.148
24.467000,0.9630,-0.2078,0.5599,1.133
24.467000,0.9586,-0.2024,0.5450,1.121
24.477000,0.9549,-0.1978,0.5298,1.110
24.479000,0.9520,-0.1929,0.5154,1.100
24.479000,0.9508,-0.1900,0.5010,1.091
24.480000,0.9496,-0.1873,0.4913,1.085
24.480000,0.9493,-0.1865,0.4847,1.082
24.481000,0.9483,-0.1865,0.4781,1.078
24.483000,0.9488,-0.1887,0.4695,1.075
24.485000,0.9476,-0.1900,0.4629,1.072
24.489000,0.9435,-0.1941,0.4563,1.066
24.490000,0.9408,-0.1980,0.4517,1.062
24.494000,0.9369,-0.2029,0.4463,1.057
24.495000,0.9325,-0.2056,0.4388,1.051
24.497000,0.9271,-0.2119,0.4334,1.045
24.499000,0.9212,-0.2188,0.4295,1.040
24.502000,0.9159,-0.2237,0.4256,1.034
24.514000,0.9132,-0.2278,0.4229,1.032
24.515000,0.9088,-0.2339,0.4195,1.028
24.516000,0.9039,-0.2403,0.4178,1.024
24.517000,0.9019,-0.2466,0.4175,1.024
24.517000,0.8985,-0.2537,0.4190,1.023
24.523000,0.8946,-0.2608,0.4200,1.022
24.525000,0.8917,-0.2674,0.4224,1.022
24.526000,0.8883,-0.2737,0.4229,1.021
24.541000,0.8836,-0.2803,0.4283,1.021
24.542000,0.8783,-0.2881,0.4317,1.020
24.543000,0.8744,-0.2959,0.4346,1.020
24.543000,0.8685,-0.3013,0.4393,1.019
24.544000,0.8621,-0.3094,0.4434,1.018
24.545000,0.8548,-0.3145,0.4507,1.016
24.546000,0.8480,-0.3164,0.4561,1.014
24.547000,0.8421,-0.3216,0.4620,1.013
24.547000,0.8333,-0.3264,0.4676,1.010
24.549000,0.8267,-0.3284,0.4754,1.009
24.549000,0.8184,-0.3326,0.4822,1.006
24.550000,0.8123,-0.3357,0.4896,1.006
24.551000,0.8040,-0.3365,0.4932,1.001
24.554000,0.7960,-0.3379,0.4983,0.998
24.556000,0.7850,-0.3396,0.5081,0.995
24.558000,0.7742,-0.3406,0.5149,0.990
24.560000,0.7623,-0.3423,0.5210,0.985
24.563000,0.7508,-0.3426,0.5274,0.979
24.565000,0.7381,-0.3416,0.5328,0.972
24.567000,0.7266,-0.3418,0.5389,0.967
24.572000,0.7122,-0.3431,0.5445,0.960
24.574000,0.7000,-0.3426,0.5464,0.952
24.575000,0.6881,-0.3391,0.5494,0.944
24.577000,0.6751,-0.3384,0.5506,0.935
24.579000,0.6600,-0.3360,0.5516,0.923
24.582000,0.6439,-0.3333,0.5511,0.911
24.584000,0.6270,-0.3282,0.5479,0.895
24.593000,0.6094,-0.3255,0.5420,0.878
24.594000,0.5958,-0.3218,0.5359,0.864
24.594000,0.5792,-0.3174,0.5267,0.845
24.595000,0.5635,-0.3133,0.5193,0.828
24.598000,0.5496,-0.3079,0.5074,0.809
24.599000,0.5345,-0.3020,0.4947,0.788
24.601000,0.5193,-0.2962,0.4854,0.770
24.610000,0.5098,-0.2910,0.4727,0.754
24.611000,0.4971,-0.2891,0.4600,0.736
24.612000,0.4837,-0.2827,0.4480,0.717
24.613000,0.4720,-0.2757,0.4361,0.699
24.613000,0.4610,-0.2718,0.4236,0.683
24.615000,0.4476,-0.2642,0.4136,0.664
24.617000,0.4371,-0.2593,0.4046,0.650
24.622000,0.4278,-0.2522,0.3938,0.634
24.623000,0.4187,-0.2488,0.3868,0.622
24.624000,0.4112,-0.2447,0.3789,0.610
24.627000,0.4058,-0.2407,0.3738,0.602
24.629000,0.4009,-0.2356,0.3687,0.593
24.631000,0.3985,-0.2320,0.3623,0.586
24.633000,0.3953,-0.2312,0.3570,0.581
24.638000,0.3938,-0.2278,0.3521,0.575
24.639000,0.3931,-0.2246,0.3482,0.571
24.641000,0.3919,-0.2224,0.3450,0.568
24.643000,0.3946,-0.2212,0.3409,0.566
24.646000,0.3955,-0.2202,0.3389,0.566
24.648000,0.3980,-0.2212,0.3345,0.565
24.652000,0.4012,-0.2197,0.3301,0.564
24.656000,0.4043,-0.2171,0.3257,0.563
24.657000,0.4080,-0.2144,0.3216,0.562
24.659000,0.4107,-0.2117,0.3155,0.559
24.661000,0.4156,-0.2056,0.3072,0.556
24.662000,0.4183,-0.2009,0.2969,0.551
24.665000,0.4219,-0.1983,0.2864,0.547
24.667000,0.4253,-0.1914,0.2749,0.541
24.670000,0.4305,-0.1843,0.2642,0.538
24.673000,0.4356,-0.1799,0.2498,0.533
24.674000,0.4412,-0.1734,0.2388,0.531
24.678000,0.4461,-0.1692,0.2271,0.528
24.679000,0.4493,-0.1658,0.2154,0.525
24.682000,0.4563,-0.1646,0.2027,0.526
24.685000,0.4615,-0.1641,0.1924,0.526
24.687000,0.4668,-0.1624,0.1826,0.527
24.691000,0.4717,-0.1624,0.1765,0.529
24.693000,0.4769,-0.1611,0.1716,0.532
24.694000,0.4834,-0.1611,0.1668,0.536
24.696000,0.4913,-0.1619,0.1638,0.543
24.698000,0.4981,-0.1629,0.1633,0.549
24.701000,0.5084,-0.1658,0.1619,0.559
24.703000,0.5142,-0.1707,0.1621,0.566
24.716000,0.5220,-0.1719,0.1582,0.572
24.717000,0.5308,-0.1773,0.1548,0.581
24.718000,0.5398,-0.1809,0.1499,0.589
24.718000,0.5460,-0.1841,0.1443,0.594
24.719000,0.5535,-0.1890,0.1372,0.601
24.720000,0.5596,-0.1941,0.1326,0.607
24.724000,0.5655,-0.1975,0.1289,0.613
24.725000,0.5691,-0.2017,0.1248,0.617
24.726000,0.5740,-0.2041,0.1231,0.622
24.744000,0.5777,-0.2097,0.1209,0.626
24.745000,0.5821,-0.2144,0.1223,0.632
24.746000,0.5875,-0.2197,0.1250,0.640
24.747000,0.5953,-0.2271,0.1309,0.650
24.748000,0.6043,-0.2332,0.1387,0.662
24.749000,0.6136,-0.2412,0.1475,0.676
24.749000,0.6236,-0.2493,0.1555,0.689
24.749000,0.6339,-0.2554,0.1651,0.703
24.750000,0.6412,-0.2632,0.1765,0.715
24.750000,0.6505,-0.2693,0.1909,0.729
24.750000,0.6605,-0.2781,0.2029,0.745
24.752000,0.6690,-0.2867,0.2173,0.760
24.755000,0.6802,-0.2942,0.2305,0.776
24.758000,0.6922,-0.3050,0.2427,0.794
24.769000,0.7047,-0.3135,0.2556,0.813
24.770000,0.7176,-0.3240,0.2659,0.831
24.772000,0.7283,-0.3345,0.2759,0.848
24.772000,0.7428,-0.3487,0.2874,0.869
24.773000,0.7562,-0.3606,0.2979,0.889
24.774000,0.7713,-0.3750,0.3096,0.912
24.778000,0.7857,-0.3887,0.3206,0.933
24.779000,0.8009,-0.4041,0.3306,0.956
24.781000,0.8180,-0.4195,0.3421,0.981
24.782000,0.8341,-0.4327,0.3528,1.004
24.782000,0.8529,-0.4461,0.3631,1.029
24.785000,0.8717,-0.4617,0.3750,1.055
24.788000,0.8895,-0.4776,0.3865,1.081
24.790000,0.9095,-0.4918,0.4002,1.109
24.792000,0.9312,-0.5101,0.4139,1.140
24.795000,0.9530,-0.5281,0.4307,1.172
24.797000,0.9757,-0.5457,0.4461,1.204
24.799000,0.9991,-0.5660,0.4612,1.237
24.802000,1.0165,-0.5850,0.4761,1.266
24.811000,1.0362,-0.6036,0.4913,1.296
24.812000,1.0548,-0.6209,0.5044,1.324
24.812000,1.0699,-0.6392,0.5189,1.350
24.813000,1.0843,-0.6578,0.5303,1.375
24.814000,1.0978,-0.6732,0.5442,1.398
24.815000,1.1119,-0.6883,0.5562,1.421
24.818000,1.1219,-0.7049,0.5672,1.441
24.821000,1.1339,-0.7198,0.5821,1.464
24.823000,1.1417,-0.7340,0.5933,1.481
24.825000,1.1517,-0.7469,0.6065,1.501
24.827000,1.1634,-0.7608,0.6204,1.522
24.829000,1.1708,-0.7738,0.6339,1.540
24.832000,1.1798,-0.7850,0.6502,1.559
24.834000,1.1891,-0.8001,0.6673,1.581
24.837000,1.1979,-0.8109,0.6851,1.601
24.839000,1.2059,-0.8228,0.7025,1.620
24.842000,1.2123,-0.8341,0.7205,1.638
24.844000,1.2172,-0.8443,0.7362,1.654
24.846000,1.2230,-0.8541,0.7530,1.671
24.848000,1.2233,-0.8631,0.7703,1.684
24.851000,1.2203,-0.8668,0.7855,1.690
24.856000,1.2147,-0.8683,0.8006,1.694
24.857000,1.2059,-0.8678,0.8153,1.695
24.858000,1.1962,-0.8663,0.8277,1.693
24.862000,1.1854,-0.8614,0.8390,1.689
24.864000,1.1722,-0.8570,0.8477,1.681
24.866000,1.1588,-0.8497,0.8551,1.672
24.868000,1.1510,-0.8446,0.8546,1.664
24.870000,1.1420,-0.8390,0.8490,1.652
24.875000,1.1356,-0.8350,0.8368,1.639
24.879000,1.1346,-0.8302,0.8216,1.628
24.880000,1.1337,-0.8265,0.7994,1.615
24.880000,1.1346,-0.8204,0.7699,1.598
24.882000,1.1383,-0.8136,0.7388,1.582
24.885000,1.1434,-0.8079,0.7044,1.567
24.887000,1.1517,-0.8035,0.6722,1.557
24.897000,1.1603,-0.7996,0.6404,1.548
24.899000,1.1696,-0.7952,0.6082,1.540
24.900000,1.1813,-0.7921,0.5792,1.536
24.901000,1.1935,-0.7899,0.5518,1.534
24.903000,1.2035,-0.7867,0.5279,1.532
24.904000,1.2137,-0.7830,0.5101,1.532
24.905000,1.2196,-0.7799,0.4944,1.530
24.907000,1.2274,-0.7755,0.4842,1.530
24.920000,1.2308,-0.7747,0.4744,1.530
24.921000,1.2325,-0.7728,0.4668,1.528
24.922000,1.2301,-0.7713,0.4654,1.525
24.923000,1.2267,-0.7696,0.4676,1.522
24.923000,1.2196,-0.7674,0.4729,1.517
24.924000,1.2111,-0.7630,0.4812,1.510
24.925000,1.2015,-0.7589,0.4918,1.504
24.925000,1.1906,-0.7518,0.5057,1.496
24.928000,1.1744,-0.7423,0.5223,1.484
24.930000,1.1554,-0.7313,0.5418,1.471
24.932000,1.1344,-0.7186,0.5633,1.456
24.934000,1.1110,-0.7027,0.5845,1.439
24.937000,1.0834,-0.6844,0.6053,1.417
24.939000,1.0519,-0.6656,0.6224,1.392
24.941000,1.0167,-0.6441,0.6407,1.363
24.943000,0.9825,-0.6204,0.6553,1.334
24.946000,0.9466,-0.5928,0.6690,1.302
24.948000,0.9137,-0.5672,0.6780,1.271
24.951000,0.8809,-0.5374,0.6846,1.238
24.953000,0.8504,-0.5091,0.6854,1.205
24.957000,0.8202,-0.4832,0.6817,1.171
24.958000,0.7928,-0.4529,0.6712,1.133
24.960000,0.7664,-0.4244,0.6583,1.096
24.963000,0.7437,-0.3973,0.6395,1.058
24.965000,0.7232,-0.3706,0.6177,1.021
24.967000,0.7071,-0.3443,0.5948,0.986
24.970000,0.6934,-0.3201,0.5706,0.953
24.974000,0.6822,-0.2989,0.5438,0.922
24.979000,0.6707,-0.2781,0.5137,0.889
24.980000,0.6592,-0.2598,0.4861,0.859
24.981000,0.6505,-0.2439,0.4551,0.831
24.982000,0.6400,-0.2281,0.4229,0.800
24.984000,0.6336,-0.2141,0.3943,0.776
24.986000,0.6270,-0.1985,0.3675,0.753
24.992000,0.6253,-0.1873,0.3435,0.738
24.993000,0.6231,-0.1748,0.3199,0.722
24.996000,0.6248,-0.1646,0.2991,0.712
25.011000,0.6238,-0.1543,0.2793,0.701
25.011000,0.6270,-0.1441,0.2644,0.696
25.012000,0.6324,-0.1367,0.2490,0.693
25.012000,0.6363,-0.1255,0.2364,0.690
25.013000,0.6441,-0.1174,0.2239,0.692
25.013000,0.6527,-0.1084,0.2124,0.695
25.014000,0.6639,-0.1006,0.1997,0.701
25.014000,0.6788,-0.0938,0.1917,0.712
25.015000,0.6934,-0.0855,0.1819,0.722
25.032000,0.7125,-0.0786,0.1753,0.738
25.033000,0.7330,-0.0735,0.1687,0.756
25.033000,0.7542,-0.0684,0.1611,0.774
25.034000,0.7755,-0.0628,0.1524,0.793
25.034000,0.7955,-0.0564,0.1436,0.810
25.034000,0.8145,-0.0527,0.1353,0.827
25.035000,0.8321,-0.0505,0.1277,0.843
25.049000,0.8480,-0.0444,0.1182,0.857
25.050000,0.8656,-0.0398,0.1106,0.874
25.051000,0.8778,-0.0378,0.1006,0.884
25.051000,0.8880,-0.0337,0.0942,0.894
25.051000,0.8990,-0.0313,0.0899,0.904
25.052000,0.9078,-0.0276,0.0874,0.912
25.052000,0.9159,-0.0251,0.0857,0.920
25.052000,0.9222,-0.0256,0.0889,0.927
25.053000,0.9281,-0.0259,0.0894,0.933
25.054000,0.9322,-0.0281,0.0979,0.938
25.057000,0.9415,-0.0325,0.1050,0.948
25.060000,0.9476,-0.0356,0.1143,0.955
25.062000,0.9566,-0.0425,0.1255,0.966
25.063000,0.9662,-0.0488,0.1362,0.977
25.066000,0.9730,-0.0588,0.1467,0.986
25.068000,0.9791,-0.0689,0.1609,0.995
25.070000,0.9837,-0.0806,0.1699,1.002
25.073000,0.9850,-0.0921,0.1829,1.006
25.077000,0.9835,-0.1033,0.1968,1.008
25.077000,0.9798,-0.1167,0.2117,1.009
25.080000,0.9740,-0.1314,0.2295,1.009
25.083000,0.9649,-0.1465,0.2493,1.007
25.085000,0.9559,-0.1607,0.2735,1.007
25.087000,0.9437,-0.1760,0.2969,1.005
25.100000,0.9325,-0.1897,0.3252,1.006
25.101000,0.9195,-0.2063,0.3572,1.008
25.102000,0.9049,-0.2185,0.3885,1.009
25.104000,0.8924,-0.2332,0.4219,1.014
25.105000,0.8790,-0.2505,0.4556,1.021
25.106000,0.8634,-0.2654,0.4874,1.026
25.107000,0.8492,-0.2801,0.5159,1.032
25.123000,0.8358,-0.2959,0.5457,1.041
25.124000,0.8211,-0.3091,0.5735,1.048
25.124000,0.8033,-0.3223,0.6002,1.053
25.125000,0.7840,-0.3321,0.6241,1.056
25.126000,0.7642,-0.3411,0.6470,1.058
25.127000,0.7469,-0.3499,0.6658,1.060
25.127000,0.7293,-0.3582,0.6842,1.062
25.128000,0.7130,-0.3662,0.7008,1.065
25.129000,0.6988,-0.3746,0.7122,1.066
25.129000,0.6856,-0.3826,0.7244,1.068
25.130000,0.6761,-0.3863,0.7357,1.071
25.132000,0.6668,-0.3919,0.7425,1.072
25.135000,0.6595,-0.3970,0.7469,1.073
25.137000,0.6509,-0.4029,0.7462,1.069
25.142000,0.6426,-0.4063,0.7435,1.063
25.143000,0.6358,-0.4092,0.7401,1.058
25.144000,0.6270,-0.4095,0.7303,1.046
25.146000,0.6199,-0.4080,0.7174,1.032
25.149000,0.6104,-0.4058,0.7032,1.016
25.151000,0.6028,-0.4039,0.6854,0.998
25.153000,0.5972,-0.3987,0.6654,0.979
25.158000,0.5928,-0.3951,0.6424,0.959
25.159000,0.5877,-0.3892,0.6199,0.939
25.160000,0.5836,-0.3853,0.5972,0.920
25.163000,0.5789,-0.3819,0.5723,0.899
25.165000,0.5784,-0.3777,0.5496,0.883
25.167000,0.5760,-0.3767,0.5262,0.866
25.170000,0.5738,-0.3721,0.5040,0.850
25.175000,0.5716,-0.3684,0.4822,0.834
25.177000,0.5694,-0.3636,0.4600,0.817
25.179000,0.5650,-0.3584,0.4385,0.800
25.180000,0.5648,-0.3528,0.4214,0.788
25.182000,0.5626,-0.3450,0.4060,0.775
25.184000,0.5601,-0.3387,0.3902,0.762
25.186000,0.5596,-0.3291,0.3770,0.751
25.189000,0.5621,-0.3196,0.3662,0.743
25.201000,0.5652,-0.3128,0.3587,0.739
25.202000,0.5662,-0.3035,0.3526,0.733
25.203000,0.5716,-0.2957,0.3435,0.729
25.204000,0.5755,-0.2871,0.3348,0.725
25.206000,0.5804,-0.2803,0.3235,0.721
25.230000,0.5877,-0.2727,0.3123,0.719
25.231000,0.5989,-0.2657,0.3001,0.721
25.233000,0.6068,-0.2605,0.2862,0.720
25.234000,0.6129,-0.2554,0.2727,0.718
25.236000,0.6199,-0.2517,0.2613,0.718
25.236000,0.6241,-0.2459,0.2466,0.715
25.237000,0.6270,-0.2405,0.2366,0.712
25.238000,0.6280,-0.2346,0.2261,0.707
25.240000,0.6282,-0.2285,0.2156,0.702
25.242000,0.6277,-0.2217,0.2080,0.697
25.243000,0.6209,-0.2158,0.2000,0.687
25.244000,0.6175,-0.2102,0.1948,0.681
25.254000,0.6163,-0.2046,0.1890,0.676
25.256000,0.6138,-0.2017,0.1868,0.673
25.257000,0.6131,-0.1995,0.1853,0.671
25.258000,0.6126,-0.2000,0.1856,0.671
25.258000,0.6146,-0.2002,0.1846,0.672
25.259000,0.6175,-0.1990,0.1868,0.675
25.259000,0.6187,-0.2005,0.1902,0.678
25.260000,0.6209,-0.2017,0.1944,0.681
25.260000,0.6224,-0.2014,0.1983,0.684
25.261000,0.6256,-0.2049,0.2017,0.688
25.261000,0.6270,-0.2073,0.2102,0.693
25.261000,0.6270,-0.2085,0.2149,0.695
25.262000,0.6260,-0.2095,0.2222,0.697
25.263000,0.6275,-0.2122,0.2278,0.700
25.265000,0.6273,-0.2149,0.2371,0.704
25.266000,0.6253,-0.2156,0.2442,0.705
25.269000,0.6263,-0.2193,0.2500,0.709
25.271000,0.6253,-0.2229,0.2561,0.712
25.274000,0.6270,-0.2246,0.2595,0.715
25.276000,0.6280,-0.2278,0.2647,0.719
25.278000,0.6277,-0.2300,0.2700,0.721
25.280000,0.6287,-0.2337,0.2718,0.724
25.283000,0.6304,-0.2329,0.2732,0.726
25.285000,0.6343,-0.2359,0.2722,0.729
25.287000,0.6392,-0.2359,0.2700,0.733
25.292000,0.6431,-0.2356,0.2671,0.735
25.295000,0.6473,-0.2373,0.2620,0.738
25.296000,0.6524,-0.2388,0.2542,0.740
25.298000,0.6558,-0.2400,0.2456,0.740
25.300000,0.6597,-0.2400,0.2398,0.742
25.302000,0.6654,-0.2383,0.2317,0.744
25.304000,0.6705,-0.2378,0.2212,0.745
25.315000,0.6763,-0.2383,0.2124,0.748
25.316000,0.6822,-0.2368,0.2056,0.751
25.317000,0.6883,-0.2371,0.1985,0.755
25.318000,0.6951,-0.2385,0.1922,0.760
25.319000,0.6995,-0.2400,0.1846,0.762
25.320000,0.7054,-0.2398,0.1768,0.766
25.321000,0.7108,-0.2407,0.1680,0.769
25.335000,0.7161,-0.2417,0.1604,0.773
25.336000,0.7215,-0.2429,0.1528,0.777
25.337000,0.7266,-0.2444,0.1443,0.780
25.338000,0.7286,-0.2466,0.1389,0.782
25.340000,0.7283,-0.2471,0.1343,0.781
25.341000,0.7310,-0.2493,0.1272,0.783
25.341000,0.7327,-0.2530,0.1216,0.785
25.342000,0.7335,-0.2571,0.1167,0.786
25.345000,0.7340,-0.2608,0.1133,0.787
25.345000,0.7347,-0.2637,0.1128,0.789
25.348000,0.7376,-0.2691,0.1135,0.793
25.350000,0.7384,-0.2740,0.1150,0.796
25.352000,0.7386,-0.2786,0.1179,0.798
25.354000,0.7410,-0.2837,0.1216,0.803
25.357000,0.7420,-0.2888,0.1243,0.806
25.360000,0.7413,-0.2937,0.1297,0.808
25.361000,0.7410,-0.2981,0.1365,0.810
25.364000,0.7396,-0.3025,0.1431,0.812
25.366000,0.7379,-0.3072,0.1511,0.813
25.369000,0.7335,-0.3118,0.1575,0.812
25.371000,0.7301,-0.3164,0.1646,0.813
25.375000,0.7271,-0.3213,0.1714,0.813
25.376000,0.7225,-0.3250,0.1787,0.812
25.378000,0.7169,-0.3291,0.1851,0.810
25.380000,0.7117,-0.3348,0.1922,0.810
25.384000,0.7061,-0.3367,0.1995,0.807
25.385000,0.7015,-0.3384,0.2044,0.805
25.387000,0.6959,-0.3387,0.2100,0.802
25.389000,0.6898,-0.3389,0.2188,0.799
25.393000,0.6839,-0.3391,0.2276,0.797
25.395000,0.6800,-0.3394,0.2354,0.796
25.397000,0.6785,-0.3379,0.2420,0.796
25.399000,0.6761,-0.3372,0.2510,0.796
25.401000,0.6749,-0.3355,0.2610,0.798
25.404000,0.6751,-0.3348,0.2700,0.800
25.406000,0.6778,-0.3352,0.2781,0.806
25.416000,0.6788,-0.3345,0.2876,0.810
25.418000,0.6788,-0.3328,0.2959,0.812
25.419000,0.6829,-0.3291,0.3045,0.817
25.420000,0.6832,-0.3269,0.3103,0.818
25.422000,0.6859,-0.3221,0.3150,0.821
25.423000,0.6873,-0.3196,0.3162,0.821
25.436000,0.6851,-0.3179,0.3184,0.820
25.437000,0.6871,-0.3157,0.3201,0.821
25.437000,0.6861,-0.3108,0.3199,0.818
25.438000,0.6873,-0.3064,0.3196,0.818
25.438000,0.6885,-0.3023,0.3203,0.817
25.439000,0.6922,-0.2991,0.3208,0.819
25.439000,0.6947,-0.2952,0.3191,0.819
25.440000,0.6995,-0.2908,0.3196,0.822
25.444000,0.7039,-0.2884,0.3201,0.825
25.446000,0.7095,-0.2849,0.3235,0.830
25.447000,0.7161,-0.2837,0.3247,0.836
25.449000,0.7232,-0.2818,0.3274,0.842
25.451000,0.7301,-0.2796,0.3313,0.849
25.453000,0.7371,-0.2771,0.3367,0.856
25.455000,0.7447,-0.2779,0.3431,0.866
25.462000,0.7528,-0.2779,0.3487,0.875
25.462000,0.7618,-0.2766,0.3538,0.884
25.464000,0.7723,-0.2747,0.3611,0.896
25.464000,0.7821,-0.2740,0.3697,0.907
25.472000,0.7923,-0.2737,0.3789,0.920
25.473000,0.8033,-0.2730,0.3909,0.934
25.475000,0.8133,-0.2715,0.4014,0.947
25.475000,0.8241,-0.2686,0.4151,0.961
25.478000,0.8350,-0.2669,0.4258,0.975
25.479000,0.8482,-0.2676,0.4390,0.992
25.484000,0.8585,-0.2635,0.4490,1.004
25.485000,0.8695,-0.2644,0.4600,1.019
25.487000,0.8822,-0.2635,0.4717,1.034
25.489000,0.8949,-0.2659,0.4820,1.051
25.492000,0.9083,-0.2686,0.4903,1.067
25.496000,0.9203,-0.2688,0.4947,1.079
25.496000,0.9325,-0.2708,0.5015,1.093
25.498000,0.9466,-0.2703,0.5091,1.108
25.500000,0.9601,-0.2725,0.5154,1.123
25.503000,0.9764,-0.2742,0.5237,1.141
25.505000,0.9923,-0.2759,0.5335,1.160
25.517000,1.0089,-0.2771,0.5450,1.180
25.521000,1.0218,-0.2798,0.5560,1.196
25.522000,1.0387,-0.2842,0.5672,1.217
25.525000,1.0546,-0.2881,0.5809,1.238
25.529000,1.0724,-0.2923,0.5970,1.262
25.530000,1.0873,-0.2969,0.6102,1.282
25.531000,1.1034,-0.3013,0.6263,1.304
25.532000,1.1190,-0.3074,0.6444,1.327
25.532000,1.1366,-0.3142,0.6595,1.351
25.533000,1.1517,-0.3194,0.6751,1.373
25.534000,1.1634,-0.3247,0.6925,1.392
25.534000,1.1747,-0.3299,0.7113,1.412
25.543000,1.1830,-0.3318,0.7308,1.430
25.544000,1.1908,-0.3328,0.7474,1.445
25.544000,1.1949,-0.3335,0.7655,1.458
25.545000,1.1991,-0.3340,0.7808,1.469
25.545000,1.2037,-0.3301,0.7943,1.479
25.548000,1.2069,-0.3289,0.8077,1.489
25.550000,1.2089,-0.3269,0.8214,1.498
25.552000,1.2113,-0.3269,0.8282,1.503
25.555000,1.2140,-0.3243,0.8319,1.507
25.557000,1.2150,-0.3240,0.8311,1.507
25.561000,1.2196,-0.3223,0.8285,1.509
25.562000,1.2211,-0.3216,0.8226,1.507
25.565000,1.2223,-0.3245,0.8104,1.502
25.567000,1.2201,-0.3264,0.7967,1.493
25.569000,1.2174,-0.3289,0.7782,1.482
25.572000,1.2135,-0.3330,0.7574,1.469
25.573000,1.2047,-0.3367,0.7374,1.452
25.577000,1.1962,-0.3428,0.7169,1.436
25.579000,1.1854,-0.3489,0.6944,1.417
25.581000,1.1727,-0.3565,0.6734,1.399
25.584000,1.1588,-0.3628,0.6558,1.380
25.586000,1.1454,-0.3711,0.6370,1.362
25.588000,1.1315,-0.3814,0.6238,1.347
25.590000,1.1200,-0.3899,0.6158,1.336
25.605000,1.1107,-0.4004,0.6089,1.328
25.606000,1.1007,-0.4119,0.6058,1.322
25.607000,1.0943,-0.4256,0.6077,1.322
25.609000,1.0902,-0.4405,0.6104,1.325
25.609000,1.0907,-0.4554,0.6182,1.334
25.610000,1.0912,-0.4720,0.6290,1.345
25.611000,1.0919,-0.4864,0.6453,1.358
25.631000,1.0919,-0.4969,0.6622,1.370
25.632000,1.0897,-0.5079,0.6834,1.383
25.633000,1.0863,-0.5164,0.7078,1.396
25.634000,1.0775,-0.5215,0.7325,1.403
25.635000,1.0675,-0.5240,0.7579,1.410
25.635000,1.0533,-0.5220,0.7874,1.415
25.636000,1.0353,-0.5142,0.8133,1.413
25.637000,1.0157,-0.5010,0.8407,1.410
25.637000,0.9967,-0.4874,0.8631,1.406
25.638000,0.9730,-0.4700,0.8817,1.395
25.639000,0.9474,-0.4478,0.8939,1.377
25.639000,0.9207,-0.4263,0.8998,1.356
25.640000,0.8941,-0.4009,0.8983,1.329
25.641000,0.8675,-0.3789,0.8871,1.297
25.644000,0.8412,-0.3548,0.8668,1.259
25.645000,0.8187,-0.3345,0.8426,1.222
25.649000,0.7987,-0.3150,0.8121,1.182
25.649000,0.7796,-0.2964,0.7782,1.141
25.652000,0.7623,-0.2818,0.7406,1.099
25.655000,0.7462,-0.2715,0.7008,1.059
25.656000,0.7323,-0.2639,0.6636,1.023
25.661000,0.7225,-0.2578,0.6275,0.991
25.663000,0.7171,-0.2539,0.5945,0.966
25.665000,0.7127,-0.2527,0.5643,0.944
25.666000,0.7066,-0.2544,0.5386,0.924
25.669000,0.7034,-0.2561,0.5162,0.909
25.671000,0.7037,-0.2610,0.4964,0.900
25.673000,0.7049,-0.2649,0.4827,0.894
25.677000,0.7027,-0.2700,0.4676,0.886
25.679000,0.7015,-0.2730,0.4539,0.879
25.680000,0.7005,-0.2774,0.4439,0.874
25.684000,0.6971,-0.2820,0.4361,0.869
25.685000,0.6944,-0.2849,0.4292,0.865
25.687000,0.6917,-0.2901,0.4212,0.860
25.690000,0.6885,-0.2935,0.4151,0.856
25.696000,0.6851,-0.2996,0.4097,0.853
25.697000,0.6820,-0.3050,0.4029,0.849
25.699000,0.6788,-0.3096,0.3960,0.845
25.701000,0.6773,-0.3152,0.3882,0.842
25.701000,0.6776,-0.3211,0.3809,0.841
25.717000,0.6773,-0.3252,0.3741,0.839
25.718000,0.6771,-0.3274,0.3670,0.837
25.719000,0.6807,-0.3304,0.3616,0.839
25.719000,0.6815,-0.3335,0.3579,0.839
25.720000,0.6856,-0.3340,0.3545,0.841
25.721000,0.6900,-0.3348,0.3511,0.843
25.722000,0.6959,-0.3338,0.3516,0.848
25.722000,0.7049,-0.3352,0.3518,0.856
25.723000,0.7125,-0.3335,0.3531,0.862
25.732000,0.7193,-0.3330,0.3560,0.869
25.732000,0.7323,-0.3304,0.3584,0.880
25.733000,0.7437,-0.3291,0.3653,0.892
25.740000,0.7557,-0.3272,0.3716,0.903
25.740000,0.7657,-0.3228,0.3802,0.914
25.740000,0.7784,-0.3191,0.3899,0.927
25.741000,0.7904,-0.3128,0.3982,0.939
25.749000,0.8028,-0.3057,0.4065,0.950
25.750000,0.8128,-0.2976,0.4163,0.961
25.750000,0.8223,-0.2915,0.4244,0.970
25.751000,0.8311,-0.2832,0.4336,0.979
25.751000,0.8390,-0.2766,0.4410,0.987
25.753000,0.8458,-0.2681,0.4485,0.994
25.755000,0.8521,-0.2610,0.4537,1.000
25.757000,0.8563,-0.2534,0.4593,1.004
25.762000,0.8585,-0.2461,0.4664,1.008
25.763000,0.8614,-0.2385,0.4717,1.011
25.765000,0.8629,-0.2327,0.4781,1.014
25.767000,0.8656,-0.2256,0.4817,1.016
25.769000,0.8683,-0.2195,0.4859,1.019
25.772000,0.8673,-0.2129,0.4883,1.018
25.774000,0.8653,-0.2097,0.4888,1.016
