time,gFx,gFy,gFz,TgF
37.607000,0.4932,0.3076,0.8287,1.012
37.608000,0.4969,0.3074,0.8260,1.012
37.609000,0.4983,0.3069,0.8187,1.006
37.609000,0.4971,0.3072,0.8119,1.000
37.611000,0.4964,0.3067,0.8050,0.994
37.614000,0.4971,0.3079,0.8009,0.992
37.629000,0.4954,0.3086,0.7945,0.986
37.630000,0.4932,0.3101,0.7911,0.982
37.630000,0.4913,0.3086,0.7872,0.978
37.631000,0.4900,0.3089,0.7806,0.972
37.631000,0.4869,0.3086,0.7774,0.968
37.631000,0.4844,0.3076,0.7760,0.965
37.632000,0.4800,0.3084,0.7750,0.962
37.636000,0.4776,0.3079,0.7752,0.961
37.636000,0.4729,0.3067,0.7755,0.959
37.638000,0.4693,0.3035,0.7772,0.957
37.640000,0.4649,0.3006,0.7784,0.955
37.642000,0.4600,0.3001,0.7808,0.955
37.645000,0.4556,0.3020,0.7840,0.956
37.647000,0.4527,0.3018,0.7894,0.959
37.649000,0.4485,0.3013,0.7938,0.960
37.655000,0.4466,0.3011,0.7987,0.963
37.656000,0.4444,0.3001,0.8016,0.964
37.661000,0.4441,0.3011,0.8062,0.968
37.662000,0.4463,0.2967,0.8121,0.973
37.663000,0.4478,0.2942,0.8180,0.978
37.664000,0.4502,0.2925,0.8219,0.982
37.666000,0.4517,0.2903,0.8253,0.985
37.669000,0.4529,0.2898,0.8294,0.988
37.671000,0.4544,0.2908,0.8324,0.992
37.673000,0.4541,0.2908,0.8333,0.993
37.676000,0.4541,0.2913,0.8341,0.993
37.678000,0.4544,0.2925,0.8358,0.995
37.680000,0.4534,0.2923,0.8333,0.993
37.689000,0.4549,0.2937,0.8319,0.993
37.694000,0.4571,0.2947,0.8289,0.991
37.694000,0.4585,0.2962,0.8275,0.991
37.695000,0.4610,0.2964,0.8216,0.988
37.696000,0.4637,0.2954,0.8197,0.987
37.696000,0.4646,0.2964,0.8153,0.984
37.697000,0.4659,0.2981,0.8121,0.983
37.699000,0.4656,0.2959,0.8089,0.979
37.703000,0.4656,0.2967,0.8055,0.977
37.704000,0.4664,0.2964,0.8038,0.975
37.708000,0.4656,0.2954,0.8026,0.974
37.708000,0.4656,0.2959,0.8001,0.972
37.711000,0.4639,0.2959,0.8023,0.973
37.713000,0.4632,0.2969,0.8055,0.975
37.715000,0.4625,0.2979,0.8060,0.976
37.722000,0.4617,0.2979,0.8101,0.979
37.723000,0.4634,0.2976,0.8131,0.982
37.724000,0.4637,0.2964,0.8158,0.984
37.725000,0.4642,0.2954,0.8187,0.986
37.728000,0.4642,0.2959,0.8214,0.989
37.729000,0.4622,0.2954,0.8233,0.989
37.732000,0.4593,0.2928,0.8243,0.988
37.735000,0.4561,0.2915,0.8250,0.987
37.737000,0.4546,0.2903,0.8287,0.989
37.739000,0.4519,0.2923,0.8285,0.988
37.742000,0.4483,0.2915,0.8289,0.986
37.744000,0.4476,0.2945,0.8299,0.988
37.746000,0.4461,0.2928,0.8302,0.987
37.749000,0.4454,0.2954,0.8285,0.986
37.751000,0.4429,0.2937,0.8258,0.982
37.754000,0.4432,0.2932,0.8245,0.981
37.756000,0.4415,0.2928,0.8228,0.979
37.758000,0.4432,0.2925,0.8209,0.978
37.760000,0.4434,0.2925,0.8182,0.976
37.762000,0.4451,0.2932,0.8148,0.974
37.765000,0.4476,0.2947,0.8136,0.974
37.768000,0.4510,0.2969,0.8106,0.974
37.770000,0.4512,0.2969,0.8072,0.971
37.772000,0.4529,0.2986,0.8035,0.970
37.774000,0.4573,0.3008,0.8023,0.971
37.777000,0.4600,0.3015,0.8016,0.972
37.779000,0.4659,0.3033,0.8001,0.974
37.781000,0.4705,0.3042,0.7999,0.977
37.785000,0.4761,0.3050,0.7989,0.979
37.787000,0.4798,0.3018,0.7999,0.980
37.789000,0.4825,0.3025,0.8006,0.982
37.792000,0.4859,0.3023,0.8026,0.986
37.802000,0.4881,0.3035,0.8065,0.990
37.803000,0.4898,0.3035,0.8097,0.994
37.804000,0.4903,0.3052,0.8131,0.997
37.804000,0.4896,0.3064,0.8160,1.000
37.814000,0.4878,0.3052,0.8197,1.001
37.815000,0.4854,0.3050,0.8236,1.003
37.827000,0.4839,0.3050,0.8236,1.003
37.828000,0.4798,0.3025,0.8265,1.002
37.830000,0.4751,0.2993,0.8263,0.999
37.833000,0.4708,0.3006,0.8304,1.001
37.834000,0.4693,0.3015,0.8333,1.003
37.834000,0.4676,0.3008,0.8336,1.002
37.834000,0.4668,0.3015,0.8363,1.004
37.835000,0.4664,0.3025,0.8392,1.007
37.835000,0.4651,0.3018,0.8431,1.009
37.836000,0.4639,0.3037,0.8463,1.012
37.836000,0.4644,0.3020,0.8499,1.015
37.837000,0.4649,0.3033,0.8509,1.016
37.837000,0.4651,0.3020,0.8509,1.016
37.839000,0.4664,0.3035,0.8514,1.017
37.841000,0.4698,0.3055,0.8516,1.019
37.843000,0.4708,0.3064,0.8521,1.021
37.846000,0.4729,0.3076,0.8497,1.020
37.848000,0.4761,0.3081,0.8475,1.020
37.850000,0.4810,0.3108,0.8468,1.022
37.854000,0.4847,0.3101,0.8429,1.021
37.856000,0.4869,0.3118,0.8397,1.019
37.858000,0.4886,0.3128,0.8365,1.018
37.862000,0.4903,0.3130,0.8321,1.015
37.862000,0.4893,0.3125,0.8272,1.011
37.865000,0.4859,0.3128,0.8228,1.005
37.867000,0.4842,0.3140,0.8199,1.003
37.869000,0.4808,0.3138,0.8148,0.997
37.872000,0.4798,0.3164,0.8131,0.996
37.874000,0.4766,0.3172,0.8119,0.993
37.877000,0.4756,0.3184,0.8109,0.993
37.878000,0.4739,0.3181,0.8123,0.993
37.881000,0.4725,0.3206,0.8138,0.994
37.883000,0.4693,0.3206,0.8143,0.993
37.888000,0.4681,0.3211,0.8148,0.993
37.889000,0.4659,0.3203,0.8140,0.991
37.891000,0.4646,0.3191,0.8121,0.989
37.893000,0.4634,0.3174,0.8150,0.990
37.895000,0.4629,0.3179,0.8138,0.989
37.898000,0.4637,0.3203,0.8136,0.990
37.900000,0.4646,0.3201,0.8138,0.990
37.913000,0.4656,0.3184,0.8111,0.988
37.914000,0.4661,0.3172,0.8121,0.989
37.915000,0.4666,0.3177,0.8116,0.989
37.918000,0.4700,0.3189,0.8126,0.991
37.919000,0.4717,0.3196,0.8131,0.993
37.920000,0.4720,0.3196,0.8133,0.993
37.921000,0.4729,0.3196,0.8153,0.995
37.941000,0.4781,0.3196,0.8148,0.997
37.942000,0.4800,0.3201,0.8145,0.998
37.943000,0.4842,0.3191,0.8158,1.001
37.943000,0.4869,0.3206,0.8150,1.002
37.944000,0.4903,0.3196,0.8148,1.003
37.945000,0.4939,0.3201,0.8150,1.005
37.945000,0.4937,0.3199,0.8170,1.007
37.946000,0.4949,0.3196,0.8165,1.007
37.947000,0.4939,0.3196,0.8162,1.006
37.947000,0.4930,0.3201,0.8153,1.005
37.948000,0.4913,0.3196,0.8138,1.003
37.949000,0.4903,0.3186,0.8116,1.000
37.949000,0.4856,0.3191,0.8114,0.998
37.950000,0.4822,0.3196,0.8099,0.995
37.953000,0.4800,0.3172,0.8099,0.993
37.955000,0.4773,0.3177,0.8111,0.993
37.957000,0.4764,0.3164,0.8099,0.991
37.959000,0.4734,0.3145,0.8111,0.990
37.961000,0.4734,0.3140,0.8111,0.990
37.964000,0.4744,0.3123,0.8109,0.990
37.967000,0.4764,0.3120,0.8097,0.990
37.970000,0.4769,0.3106,0.8082,0.988
37.973000,0.4771,0.3103,0.8087,0.989
37.973000,0.4773,0.3116,0.8055,0.987
37.975000,0.4773,0.3096,0.8033,0.984
37.978000,0.4788,0.3098,0.8018,0.984
37.980000,0.4817,0.3108,0.8014,0.985
37.982000,0.4837,0.3118,0.8016,0.987
37.986000,0.4842,0.3094,0.8028,0.987
37.990000,0.4847,0.3089,0.8043,0.989
37.990000,0.4834,0.3072,0.8048,0.988
37.992000,0.4849,0.3094,0.8065,0.991
37.995000,0.4844,0.3076,0.8053,0.989
37.997000,0.4837,0.3081,0.8079,0.991
38.000000,0.4842,0.3089,0.8101,0.993
38.018000,0.4820,0.3084,0.8097,0.991
38.020000,0.4832,0.3086,0.8101,0.993
38.028000,0.4852,0.3096,0.8116,0.995
38.032000,0.4834,0.3086,0.8114,0.994
38.033000,0.4822,0.3101,0.8089,0.991
38.034000,0.4817,0.3081,0.8089,0.991
38.034000,0.4820,0.3089,0.8060,0.989
38.034000,0.4800,0.3081,0.8072,0.988
38.035000,0.4805,0.3096,0.8062,0.988
38.035000,0.4805,0.3089,0.8062,0.988
38.036000,0.4803,0.3096,0.8053,0.987
38.037000,0.4803,0.3103,0.8045,0.987
38.037000,0.4812,0.3098,0.8038,0.987
38.038000,0.4803,0.3091,0.8045,0.987
38.038000,0.4793,0.3091,0.8062,0.988
38.039000,0.4822,0.3116,0.8055,0.989
38.048000,0.4844,0.3123,0.8062,0.991
38.050000,0.4856,0.3130,0.8067,0.992
38.070000,0.4896,0.3116,0.8067,0.994
38.072000,0.4908,0.3125,0.8060,0.994
38.073000,0.4935,0.3120,0.8079,0.997
38.074000,0.4947,0.3125,0.8092,0.999
38.075000,0.4964,0.3125,0.8079,0.998
38.075000,0.4961,0.3123,0.8075,0.998
38.076000,0.4949,0.3133,0.8070,0.997
38.077000,0.4930,0.3140,0.8057,0.995
38.078000,0.4898,0.3135,0.8033,0.992
38.079000,0.4876,0.3120,0.8018,0.989
38.079000,0.4844,0.3106,0.8006,0.986
38.080000,0.4812,0.3135,0.8004,0.985
38.081000,0.4776,0.3138,0.7996,0.983
38.082000,0.4761,0.3164,0.7994,0.983
38.084000,0.4744,0.3162,0.8014,0.983
38.085000,0.4744,0.3169,0.8043,0.986
38.086000,0.4744,0.3179,0.8072,0.989
38.087000,0.4732,0.3157,0.8104,0.990
38.087000,0.4734,0.3135,0.8111,0.990
38.089000,0.4737,0.3133,0.8114,0.990
38.092000,0.4725,0.3125,0.8136,0.991
38.094000,0.4712,0.3135,0.8131,0.991
38.096000,0.4715,0.3118,0.8121,0.989
38.098000,0.4671,0.3111,0.8111,0.986
38.101000,0.4651,0.3113,0.8106,0.985
38.104000,0.4644,0.3123,0.8126,0.987
38.107000,0.4627,0.3135,0.8150,0.988
38.108000,0.4612,0.3160,0.8145,0.988
38.110000,0.4629,0.3162,0.8136,0.988
38.113000,0.4637,0.3133,0.8109,0.985
38.115000,0.4642,0.3116,0.8097,0.984
38.117000,0.4646,0.3098,0.8050,0.980
38.127000,0.4646,0.3116,0.8009,0.977
38.128000,0.4654,0.3108,0.7957,0.973
38.129000,0.4634,0.3096,0.7940,0.970
38.130000,0.4625,0.3113,0.7928,0.969
38.130000,0.4617,0.3125,0.7904,0.967
38.131000,0.4605,0.3138,0.7874,0.965
38.143000,0.4590,0.3145,0.7838,0.961
38.143000,0.4566,0.3150,0.7860,0.962
38.143000,0.4598,0.3118,0.7867,0.963
38.144000,0.4588,0.3140,0.7835,0.961
38.144000,0.4593,0.3142,0.7826,0.960
38.146000,0.4595,0.3145,0.7830,0.961
38.148000,0.4612,0.3155,0.7804,0.960
38.150000,0.4637,0.3162,0.7818,0.962
38.154000,0.4639,0.3160,0.7843,0.964
38.155000,0.4664,0.3150,0.7872,0.968
38.157000,0.4698,0.3150,0.7921,0.973
38.165000,0.4720,0.3167,0.7974,0.979
38.165000,0.4747,0.3196,0.8001,0.984
38.167000,0.4759,0.3179,0.8038,0.987
38.177000,0.4766,0.3177,0.8053,0.988
38.184000,0.4761,0.3177,0.8057,0.988
38.186000,0.4739,0.3174,0.8055,0.987
38.187000,0.4732,0.3181,0.8060,0.987
38.188000,0.4729,0.3164,0.8070,0.987
38.188000,0.4715,0.3155,0.8060,0.986
38.189000,0.4722,0.3150,0.8084,0.988
38.189000,0.4737,0.3116,0.8097,0.988
38.190000,0.4742,0.3108,0.8099,0.989
38.190000,0.4727,0.3108,0.8119,0.990
38.191000,0.4720,0.3118,0.8162,0.993
38.195000,0.4708,0.3120,0.8162,0.993
38.201000,0.4673,0.3108,0.8143,0.989
38.202000,0.4666,0.3113,0.8145,0.989
38.203000,0.4637,0.3111,0.8143,0.987
38.204000,0.4612,0.3096,0.8119,0.984
38.204000,0.4603,0.3094,0.8097,0.981
38.206000,0.4605,0.3091,0.8087,0.981
38.209000,0.4598,0.3106,0.8079,0.980
38.211000,0.4600,0.3113,0.8084,0.981
38.214000,0.4612,0.3120,0.8075,0.981
38.216000,0.4612,0.3120,0.8079,0.981
38.218000,0.4595,0.3133,0.8060,0.979
38.223000,0.4588,0.3130,0.8038,0.977
38.225000,0.4585,0.3113,0.8021,0.975
38.225000,0.4583,0.3118,0.7996,0.973
38.231000,0.4571,0.3130,0.7974,0.971
38.232000,0.4581,0.3133,0.7970,0.971
38.233000,0.4585,0.3123,0.7962,0.970
38.235000,0.4583,0.3133,0.7974,0.972
38.238000,0.4603,0.3133,0.7979,0.973
38.240000,0.4607,0.3147,0.7996,0.975
38.242000,0.4605,0.3138,0.8004,0.975
38.244000,0.4593,0.3145,0.8014,0.976
38.247000,0.4590,0.3150,0.8023,0.977
38.249000,0.4600,0.3140,0.8018,0.976
38.252000,0.4588,0.3150,0.8028,0.977
38.255000,0.4612,0.3155,0.8038,0.979
38.258000,0.4603,0.3155,0.8040,0.979
38.259000,0.4612,0.3167,0.8031,0.979
38.261000,0.4646,0.3191,0.8018,0.980
38.263000,0.4659,0.3194,0.8026,0.981
38.265000,0.4683,0.3186,0.8011,0.981
38.268000,0.4678,0.3213,0.8011,0.982
38.272000,0.4688,0.3206,0.7996,0.981
38.274000,0.4727,0.3206,0.7982,0.981
38.278000,0.4761,0.3199,0.7992,0.984
38.279000,0.4769,0.3206,0.7992,0.984
38.284000,0.4800,0.3191,0.8011,0.987
38.284000,0.4817,0.3179,0.8011,0.987
38.285000,0.4827,0.3172,0.8026,0.989
38.287000,0.4832,0.3167,0.8033,0.989
38.293000,0.4849,0.3179,0.8067,0.993
38.294000,0.4839,0.3186,0.8101,0.996
38.300000,0.4837,0.3194,0.8116,0.997
38.300000,0.4847,0.3196,0.8162,1.002
38.301000,0.4803,0.3201,0.8187,1.002
38.302000,0.4793,0.3203,0.8228,1.005
38.306000,0.4783,0.3194,0.8243,1.005
38.307000,0.4776,0.3191,0.8250,1.005
38.308000,0.4769,0.3194,0.8243,1.004
38.310000,0.4764,0.3203,0.8243,1.005
38.313000,0.4759,0.3184,0.8226,1.002
38.315000,0.4744,0.3179,0.8206,1.000
38.317000,0.4720,0.3162,0.8182,0.996
38.321000,0.4676,0.3155,0.8131,0.990
38.322000,0.4627,0.3147,0.8094,0.984
38.324000,0.4605,0.3140,0.8067,0.981
38.327000,0.4561,0.3147,0.8055,0.978
38.329000,0.4527,0.3155,0.8035,0.975
38.332000,0.4502,0.3162,0.7999,0.971
38.334000,0.4488,0.3186,0.8004,0.971
38.337000,0.4461,0.3186,0.7994,0.969
38.339000,0.4444,0.3184,0.7996,0.969
38.343000,0.4429,0.3184,0.8011,0.969
38.343000,0.4400,0.3155,0.8031,0.969
38.346000,0.4383,0.3155,0.8065,0.971
38.348000,0.4371,0.3142,0.8065,0.970
38.351000,0.4378,0.3130,0.8104,0.973
38.353000,0.4397,0.3142,0.8136,0.977
38.356000,0.4412,0.3140,0.8155,0.979
38.358000,0.4412,0.3150,0.8170,0.980
38.360000,0.4429,0.3152,0.8216,0.985
38.363000,0.4463,0.3147,0.8245,0.989
38.365000,0.4490,0.3152,0.8282,0.993
38.367000,0.4507,0.3160,0.8311,0.997
38.369000,0.4539,0.3164,0.8321,0.999
38.373000,0.4561,0.3157,0.8341,1.002
38.375000,0.4563,0.3164,0.8338,1.002
38.377000,0.4593,0.3172,0.8309,1.001
38.379000,0.4610,0.3179,0.8277,0.999
38.381000,0.4625,0.3177,0.8258,0.998
38.384000,0.4617,0.3164,0.8233,0.996
38.386000,0.4637,0.3201,0.8223,0.997
38.393000,0.4637,0.3225,0.8206,0.996
38.394000,0.4661,0.3218,0.8172,0.994
38.394000,0.4666,0.3233,0.8140,0.992
38.395000,0.4698,0.3264,0.8131,0.994
38.398000,0.4734,0.3255,0.8114,0.994
38.405000,0.4771,0.3262,0.8084,0.994
38.405000,0.4778,0.3252,0.8094,0.995
38.406000,0.4793,0.3262,0.8075,0.994
38.412000,0.4798,0.3267,0.8062,0.993
38.412000,0.4822,0.3264,0.8026,0.992
38.413000,0.4815,0.3257,0.7994,0.988
38.414000,0.4783,0.3238,0.7977,0.985
38.417000,0.4771,0.3221,0.7955,0.982
38.419000,0.4749,0.3203,0.7970,0.981
38.422000,0.4720,0.3211,0.7977,0.981
38.424000,0.4710,0.3218,0.8011,0.983
38.426000,0.4695,0.3206,0.8026,0.984
38.428000,0.4678,0.3223,0.8040,0.984
38.430000,0.4686,0.3238,0.8048,0.986
38.433000,0.4646,0.3243,0.8055,0.985
38.436000,0.4632,0.3218,0.8070,0.985
38.439000,0.4605,0.3208,0.8072,0.983
38.440000,0.4622,0.3206,0.8072,0.984
38.443000,0.4617,0.3203,0.8084,0.985
38.445000,0.4612,0.3199,0.8089,0.985
38.449000,0.4588,0.3189,0.8062,0.981
38.450000,0.4578,0.3194,0.8055,0.980
38.452000,0.4578,0.3194,0.8055,0.980
38.456000,0.4561,0.3177,0.8038,0.977
38.459000,0.4527,0.3155,0.8023,0.974
38.460000,0.4500,0.3150,0.8016,0.972
38.462000,0.4485,0.3145,0.8016,0.971
38.464000,0.4476,0.3157,0.8055,0.974
38.467000,0.4466,0.3160,0.8065,0.975
38.469000,0.4478,0.3162,0.8099,0.978
38.473000,0.4471,0.3152,0.8133,0.980
38.474000,0.4488,0.3152,0.8177,0.985
38.476000,0.4512,0.3133,0.8202,0.987
38.479000,0.4541,0.3120,0.8233,0.991
38.481000,0.4566,0.3120,0.8282,0.996
38.484000,0.4588,0.3101,0.8311,0.999
38.486000,0.4612,0.3103,0.8350,1.003
38.499000,0.4615,0.3089,0.8382,1.005
38.501000,0.4627,0.3086,0.8419,1.009
38.503000,0.4620,0.3084,0.8441,1.010
38.507000,0.4634,0.3084,0.8441,1.011
38.507000,0.4620,0.3098,0.8470,1.013
38.508000,0.4615,0.3098,0.8451,1.011
38.509000,0.4612,0.3116,0.8436,1.011
38.509000,0.4603,0.3098,0.8424,1.009
38.510000,0.4598,0.3089,0.8397,1.006
38.511000,0.4581,0.3086,0.8387,1.004
38.511000,0.4598,0.3098,0.8346,1.002
38.526000,0.4571,0.3079,0.8331,0.999
38.534000,0.4581,0.3096,0.8321,0.999
38.535000,0.4593,0.3094,0.8314,0.999
38.535000,0.4627,0.3084,0.8331,1.002
38.535000,0.4639,0.3089,0.8338,1.003
38.536000,0.4666,0.3106,0.8328,1.004
38.538000,0.4700,0.3106,0.8336,1.006
38.539000,0.4722,0.3108,0.8363,1.009
38.539000,0.4749,0.3098,0.8370,1.011
38.539000,0.4754,0.3106,0.8363,1.011
38.540000,0.4769,0.3108,0.8358,1.011
38.548000,0.4766,0.3103,0.8343,1.010
38.548000,0.4759,0.3091,0.8311,1.006
38.549000,0.4729,0.3096,0.8309,1.005
38.549000,0.4725,0.3111,0.8287,1.003
38.549000,0.4717,0.3125,0.8267,1.002
38.552000,0.4712,0.3108,0.8250,1.000
38.554000,0.4698,0.3130,0.8216,0.997
38.556000,0.4686,0.3133,0.8202,0.995
38.558000,0.4700,0.3135,0.8160,0.993
38.561000,0.4700,0.3140,0.8114,0.989
38.563000,0.4688,0.3135,0.8094,0.987
38.566000,0.4695,0.3142,0.8067,0.985
38.568000,0.4710,0.3152,0.8038,0.984
38.570000,0.4717,0.3157,0.8021,0.983
38.574000,0.4727,0.3152,0.7992,0.981
38.576000,0.4725,0.3147,0.7979,0.979
38.578000,0.4747,0.3138,0.7952,0.978
38.580000,0.4742,0.3133,0.7940,0.976
38.582000,0.4747,0.3111,0.7950,0.977
38.585000,0.4742,0.3120,0.7957,0.977
38.587000,0.4727,0.3130,0.7955,0.977
38.600000,0.4727,0.3138,0.7965,0.978
38.601000,0.4727,0.3145,0.7965,0.978
38.602000,0.4739,0.3138,0.7972,0.979
38.603000,0.4734,0.3145,0.7970,0.979
38.604000,0.4764,0.3147,0.7950,0.979
38.609000,0.4759,0.3145,0.7962,0.979
38.610000,0.4773,0.3157,0.7984,0.982
38.611000,0.4791,0.3150,0.8016,0.986
38.612000,0.4839,0.3133,0.8031,0.989
38.613000,0.4893,0.3138,0.8048,0.993
38.613000,0.4922,0.3150,0.8082,0.997
38.631000,0.4966,0.3120,0.8106,1.001
38.632000,0.4986,0.3138,0.8121,1.003
38.632000,0.4998,0.3145,0.8143,1.006
38.633000,0.4988,0.3150,0.8153,1.006
38.633000,0.4966,0.3160,0.8150,1.005
38.633000,0.4959,0.3177,0.8153,1.006
38.634000,0.4983,0.3189,0.8136,1.006
38.634000,0.4979,0.3184,0.8123,1.005
38.635000,0.4974,0.3179,0.8116,1.004
38.637000,0.4952,0.3164,0.8097,1.000
38.639000,0.4947,0.3160,0.8079,0.999
38.642000,0.4920,0.3155,0.8057,0.995
38.644000,0.4874,0.3142,0.8011,0.989
38.646000,0.4859,0.3125,0.7987,0.986
38.648000,0.4849,0.3113,0.7952,0.982
38.650000,0.4832,0.3111,0.7926,0.979
38.653000,0.4810,0.3091,0.7940,0.978
38.657000,0.4788,0.3101,0.7933,0.977
38.660000,0.4786,0.3106,0.7945,0.978
38.660000,0.4776,0.3086,0.7952,0.978
38.663000,0.4756,0.3096,0.7933,0.975
38.665000,0.4754,0.3094,0.7930,0.975
38.668000,0.4734,0.3081,0.7901,0.971
38.670000,0.4720,0.3086,0.7911,0.972
38.677000,0.4708,0.3074,0.7891,0.969
38.678000,0.4703,0.3055,0.7869,0.966
38.679000,0.4708,0.3037,0.7865,0.966
38.680000,0.4727,0.3037,0.7865,0.967
38.682000,0.4764,0.3028,0.7872,0.969
38.684000,0.4788,0.3040,0.7879,0.971
38.686000,0.4795,0.3050,0.7887,0.972
38.689000,0.4820,0.3050,0.7913,0.975
38.692000,0.4842,0.3081,0.7906,0.977
38.704000,0.4856,0.3050,0.7926,0.978
38.706000,0.4898,0.3030,0.7943,0.981
38.707000,0.4910,0.3030,0.7957,0.983
38.708000,0.4930,0.3025,0.7977,0.985
38.710000,0.4944,0.3020,0.8006,0.988
38.712000,0.4959,0.3018,0.8023,0.990
38.713000,0.4944,0.3003,0.8038,0.990
38.713000,0.4910,0.3003,0.8040,0.989
38.714000,0.4891,0.3018,0.8035,0.988
38.724000,0.4842,0.3037,0.8006,0.984
38.725000,0.4815,0.3042,0.7979,0.980
38.725000,0.4786,0.3028,0.7965,0.977
38.726000,0.4759,0.3030,0.7933,0.973
38.726000,0.4729,0.3015,0.7887,0.968
38.727000,0.4690,0.3013,0.7845,0.962
38.729000,0.4632,0.3003,0.7794,0.955
38.731000,0.4605,0.3018,0.7767,0.952
38.733000,0.4585,0.3018,0.7757,0.950
38.736000,0.4593,0.3037,0.7733,0.949
38.740000,0.4603,0.3035,0.7728,0.949
38.741000,0.4617,0.3028,0.7735,0.950
38.743000,0.4654,0.3033,0.7738,0.952
38.745000,0.4671,0.3045,0.7740,0.954
38.748000,0.4681,0.3072,0.7733,0.955
38.750000,0.4693,0.3069,0.7752,0.957
38.761000,0.4710,0.3057,0.7782,0.960
38.763000,0.4742,0.3042,0.7799,0.962
38.763000,0.4766,0.3069,0.7821,0.966
38.764000,0.4761,0.3069,0.7845,0.968
38.767000,0.4776,0.3072,0.7899,0.973
38.768000,0.4781,0.3086,0.7930,0.976
38.769000,0.4791,0.3091,0.7952,0.978
38.769000,0.4793,0.3094,0.7989,0.982
38.774000,0.4771,0.3106,0.7999,0.982
38.775000,0.4761,0.3098,0.8006,0.982
38.778000,0.4747,0.3086,0.8006,0.981
38.779000,0.4747,0.3103,0.7999,0.981
38.780000,0.4732,0.3120,0.8016,0.982
38.783000,0.4739,0.3116,0.8023,0.983
38.785000,0.4727,0.3125,0.8011,0.981
38.788000,0.4722,0.3130,0.8016,0.982
38.796000,0.4695,0.3133,0.8038,0.982
38.797000,0.4673,0.3111,0.8026,0.979
38.797000,0.4661,0.3113,0.8033,0.980
38.802000,0.4651,0.3118,0.8040,0.980
38.803000,0.4644,0.3113,0.8089,0.983
38.803000,0.4661,0.3096,0.8119,0.986
38.804000,0.4698,0.3103,0.8148,0.990
38.817000,0.4710,0.3103,0.8211,0.996
38.817000,0.4717,0.3084,0.8253,0.999
38.818000,0.4744,0.3079,0.8270,1.002
38.818000,0.4742,0.3091,0.8282,1.003
38.818000,0.4766,0.3116,0.8289,1.006
38.819000,0.4764,0.3081,0.8265,1.002
38.821000,0.4744,0.3069,0.8280,1.002
38.827000,0.4749,0.3096,0.8267,1.002
38.828000,0.4739,0.3081,0.8255,1.001
38.828000,0.4751,0.3098,0.8248,1.001
38.830000,0.4761,0.3108,0.8226,1.000
38.833000,0.4761,0.3128,0.8211,0.999
38.835000,0.4747,0.3118,0.8187,0.996
38.837000,0.4754,0.3128,0.8148,0.994
38.841000,0.4749,0.3130,0.8121,0.991
38.844000,0.4751,0.3116,0.8087,0.988
38.845000,0.4759,0.3108,0.8075,0.987
38.847000,0.4756,0.3125,0.8048,0.986
38.849000,0.4751,0.3123,0.8026,0.984
38.852000,0.4761,0.3111,0.8028,0.984
38.854000,0.4778,0.3123,0.8031,0.985
38.863000,0.4791,0.3128,0.8062,0.989
38.872000,0.4778,0.3147,0.8079,0.990
38.872000,0.4798,0.3125,0.8099,0.992
38.876000,0.4812,0.3116,0.8099,0.992
38.877000,0.4810,0.3098,0.8123,0.994
38.877000,0.4808,0.3120,0.8128,0.995
38.878000,0.4800,0.3106,0.8126,0.994
38.878000,0.4800,0.3111,0.8150,0.996
38.878000,0.4800,0.3096,0.8165,0.996
38.879000,0.4761,0.3094,0.8177,0.996
38.885000,0.4732,0.3081,0.8170,0.993
38.888000,0.4703,0.3074,0.8177,0.992
38.889000,0.4698,0.3072,0.8180,0.992
38.893000,0.4661,0.3074,0.8162,0.989
38.894000,0.4651,0.3072,0.8162,0.988
38.894000,0.4637,0.3081,0.8162,0.988
38.895000,0.4632,0.3081,0.8155,0.987
38.903000,0.4617,0.3086,0.8133,0.985
38.904000,0.4607,0.3057,0.8121,0.982
38.904000,0.4622,0.3055,0.8114,0.982
38.905000,0.4637,0.3042,0.8106,0.982
38.906000,0.4649,0.3047,0.8101,0.983
38.909000,0.4671,0.3042,0.8097,0.983
38.916000,0.4698,0.3037,0.8114,0.986
38.916000,0.4715,0.3040,0.8128,0.988
38.917000,0.4729,0.3064,0.8158,0.991
38.918000,0.4739,0.3059,0.8170,0.993
38.920000,0.4751,0.3057,0.8180,0.994
38.924000,0.4773,0.3076,0.8202,0.998
38.927000,0.4793,0.3079,0.8221,1.000
38.928000,0.4800,0.3106,0.8236,1.003
38.929000,0.4830,0.3094,0.8228,1.003
38.932000,0.4834,0.3108,0.8214,1.002
38.934000,0.4861,0.3111,0.8228,1.005
38.938000,0.4874,0.3106,0.8255,1.008
38.939000,0.4881,0.3123,0.8250,1.008
38.942000,0.4908,0.3111,0.8238,1.008
38.944000,0.4893,0.3125,0.8228,1.007
38.947000,0.4886,0.3128,0.8214,1.006
38.950000,0.4856,0.3142,0.8231,1.006
38.951000,0.4837,0.3130,0.8211,1.003
38.953000,0.4817,0.3111,0.8199,1.001
38.956000,0.4808,0.3101,0.8206,1.000
38.960000,0.4773,0.3101,0.8221,1.000
38.963000,0.4739,0.3125,0.8209,0.998
38.964000,0.4722,0.3120,0.8199,0.996
38.966000,0.4698,0.3123,0.8184,0.994
38.968000,0.4664,0.3113,0.8182,0.992
38.970000,0.4646,0.3113,0.8172,0.990
38.972000,0.4622,0.3118,0.8153,0.988
38.979000,0.4620,0.3118,0.8140,0.987
